Query_4677543,MN756471.2,100.000,481,0,0,1,481,1,481,0.0,889
Query_4677543,PZ862264.1,98.960,481,5,0,1,481,67,547,0.0,861
Query_4677543,PZ597065.1,98.960,481,5,0,1,481,42,522,0.0,861
Query_4677543,PZ056091.1,98.960,481,5,0,1,481,76,556,0.0,861
Query_4677543,PX210227.1,98.960,481,5,0,1,481,67,547,0.0,861
Query_4677543,PX096167.1,98.960,481,5,0,1,481,85,565,0.0,861
Query_4677543,PQ657235.1,98.960,481,5,0,1,481,41,521,0.0,861
Query_4677543,PP092849.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,PP092840.1,98.960,481,5,0,1,481,25,505,0.0,861
Query_4677543,PP092839.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,PP092894.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,OQ726320.1,98.960,481,5,0,1,481,12,492,0.0,861
Query_4677543,OP680720.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,OP680611.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MN756334.2,98.960,481,5,0,1,481,13,493,0.0,861
Query_4677543,OK602713.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,MZ081542.1,98.960,481,5,0,1,481,1,481,0.0,861
Query_4677543,MZ081525.1,98.960,481,5,0,1,481,1,481,0.0,861
Query_4677543,MZ081522.1,98.960,481,5,0,1,481,1,481,0.0,861
Query_4677543,OR143704.1,98.960,481,5,0,1,481,55,535,0.0,861
Query_4677543,OK602704.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,MW205904.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MW205901.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,OP680666.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MT523688.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MT523690.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MT523686.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MT523685.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,OP107361.1,98.960,481,5,0,1,481,31,511,0.0,861
Query_4677543,MT651295.1,98.960,481,5,0,1,481,15,495,0.0,861
Query_4677543,MK497135.1,98.960,481,5,0,1,481,79,559,0.0,861
Query_4677543,MN756278.2,98.960,481,5,0,1,481,19,499,0.0,861
Query_4677543,MK216601.1,98.960,481,5,0,1,481,13,493,0.0,861
Query_4677543,MT523693.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,OK602726.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,OP680615.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,LC487082.1,98.960,481,5,0,1,481,65,545,0.0,861
Query_4677543,MT523680.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MT422353.1,98.960,481,5,0,1,481,15,495,0.0,861
Query_4677543,OP680680.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MT523252.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MK572406.1,98.960,481,5,0,1,481,62,542,0.0,861
Query_4677543,PX107700.1,98.960,481,5,0,1,481,37,517,0.0,861
Query_4677543,MK572405.1,98.960,481,5,0,1,481,62,542,0.0,861
Query_4677543,MK628388.1,98.960,481,5,0,1,481,31,511,0.0,861
Query_4677543,OP680609.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MH515219.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,PP092887.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,OR284556.1,98.960,481,5,0,1,481,19,499,0.0,861
Query_4677543,PP092882.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,PP092888.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,OK602734.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,OP680598.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MZ081528.1,98.960,481,5,0,1,481,1,481,0.0,861
Query_4677543,LC487080.1,98.960,481,5,0,1,481,65,545,0.0,861
Query_4677543,MH515215.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MK955805.1,98.960,481,5,0,1,481,75,555,0.0,861
Query_4677543,MH515214.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MT523696.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MK970451.1,98.960,481,5,0,1,481,495,15,0.0,861
Query_4677543,MH515225.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MH515202.1,98.960,481,5,0,1,481,109,589,0.0,861
Query_4677543,MT523687.1,98.960,481,5,0,1,481,61,541,0.0,861
Query_4677543,MH515200.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MH515195.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,OP680707.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,PP092881.1,98.960,481,5,0,1,481,19,499,0.0,861
Query_4677543,MH047232.1,98.960,481,5,0,1,481,25,505,0.0,861
Query_4677543,PP092834.1,98.960,481,5,0,1,481,22,502,0.0,861
Query_4677543,MT651298.1,98.960,481,5,0,1,481,15,495,0.0,861
Query_4677543,OK602709.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,MH515205.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MH515237.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MG407411.1,98.960,481,5,0,1,481,62,542,0.0,861
Query_4677543,MF509597.1,98.960,481,5,0,1,481,617,137,0.0,861
Query_4677543,MF509596.1,98.960,481,5,0,1,481,618,138,0.0,861
Query_4677543,MG438454.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,MW191736.1,98.960,481,5,0,1,481,62,542,0.0,861
Query_4677543,OP680698.1,98.960,481,5,0,1,481,88,568,0.0,861
Query_4677543,KY802068.1,98.960,481,5,0,1,481,25,505,0.0,861
Query_4677543,PP595974.1,98.960,481,5,0,1,481,2,482,0.0,861
Query_4677543,MF280061.1,98.960,481,5,0,1,481,617,137,0.0,861
Query_4677543,KX657714.1,98.960,481,5,0,1,481,43,523,0.0,861
Query_4677543,MH515213.1,98.960,481,5,0,1,481,112,592,0.0,861
Query_4677543,MH515198.1,98.960,481,5,0,1,481,109,589,0.0,861
Query_4677543,OK602733.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,OK602712.1,98.960,481,5,0,1,481,49,529,0.0,861
Query_4677543,MW027160.1,98.960,481,5,0,1,481,85,565,0.0,861
